Eng,Chi
Cian Dayrit,Cian Dayrit
Gauri Gill,Gauri Gill
Simryn Gill,Simryn Gill
Sheela Gowda,Sheela Gowda
Garima Gupta,Garima Gupta
Taloi Havini,Taloi Havini
Su Yu Hsien,蘇育賢
Dilara Begum Jolly,Dilara Begum Jolly
Jrai Dew Collective (curated by Art Labor),Jrai Dew Collective (由「藝術勞工」策劃)
Jiun-Yang Li,李俊陽
Charles Lim Yi Yong,林育榮
Idas Losin,宜得思．盧信
Lavanya Mani,Lavanya Mani
Moelyono,Moelyono
Mrinalini Mukherjee,Mrinalini Mukherjee
Manish Nai,Manish Nai
Sarah Naqvi,Sarah Naqvi
Nguyen Trinh Thi,阮純詩
Jakrawal Nilthamrong,Jakrawal Nilthamrong
Nontawat Numbenchapol,Nontawat Numbenchapol
Jimmy Ong,王文清
Etan Pavavalung,伊誕．巴瓦瓦隆
Paul Pfeiffer,Paul Pfeiffer
Thao-Nguyen Phan,潘濤阮
Sheelasha Rajbhandari,Sheelasha Rajbhandari
Joydeb Roaja,Joydeb Roaja
Norberto Roldan,Norberto Roldan
Zamthingla Ruivah,Zamthingla Ruivah
Ampannee Satoh,Ampannee Satoh
Chai Siris,Chai Siris
Praneet Soi,Praneet Soi
Simon Soon (with RJ Camacho and Celestine Fadul),孫先勇 (與RJ Camacho
Than Sok,Celestine Fadul合作完成)
Truong Công Tùng,Than Sok
Raja Umbu,張公松
Chiara Vigo,Raja Umbu
Munem Wasif,Chiara Vigo
Apichatpong Weerasethakul,Munem Wasif
Ming Wong,Apichatpong Weerasethakul
Lantian Xie,黃漢明
Sawangwongse Yawnghwe,謝藍天
Trevor Yeung,Sawangwongse Yawnghwe
Tuguldur Yondonjamts,楊沛鏗
,Tuguldur Yondonjamts
CHUNG Mark,
HUI Hong Man Caleb,
LI Hiuwa,
LI Sze Ming,
YIU Kwok Ho Vincent,
Yeung Kwok Fan,楊國芬
Shum Yuen Wah,岑苑樺
Hong Ngan Ping,康雁屏
Siu Pak Keung,蕭柏強
Chan Yin Wan,陳燕雲
Wong Wai Keung,黃惠強
Yan Mui Chun,游梅珍
Ip Sai King,葉世琼
Ko Hang Kuen,高杏娟
Chiang Yu Ting,江玉庭
Kan Chi Hung,簡志雄
Sin Yuen,冼紈
Lee King Man,李景  民
Wu Siu Ping,胡小萍
Wong Wang Tat,黃宏達
Leung Yuk Yee,梁玉儀
Leung Chi Wing,梁志榮
Tam Suk Kuen,譚淑娟
Tiffany Chung,
Hsiao Chin,蕭勤 王劼音
Wang Jieyin,
Ling Lai,賴玉玲
Tunni Kraus,Tunni Kraus
Imme Van der Haak and Simone Boon,Imme Van der Haak
,Simone Boon
CHENG Man Ling,鄭敏玲
FUNG Ching Kuen,馮正權
LI Ning Yan,李寧欣
YAO Cheuk Ni,邱卓妮
YIP Ka Fong,葉嘉芳
Wong Wai-yin,黃慧妍
Ma Desheng,
Benjamin Gozlan,
Heman Chong,張奕滿
Andy Dewantoro,安迪·迪完托若
Inci Eviner,伊恩奇·⽂涅爾
Carlos Rolón,任⽇
Dzine,卡洛斯·羅隆
Ren Ri,因卡·修尼巴爾MBE
Yinka Shonibare MBE,⾟塔·坦達雅
Sinta Tantra,圖格拉 & 塔格
Thukral & Tagra,喬安娜·⽡斯康絲勒
Joana Vasconcelos,楊⼦榮
Chu Tat-shing,朱達誠
Kingsley Ng,謝其
CHOW Yui Wang Dave,周睿宏
NG Kai Yan Kaya,吳佳欣
WONG Hiu Fung Apple,黃曉楓
WONG Mei Yin Hazel,黃美諺
Cheung Yung,
Li Hiuwa,
Poon Mei Yee,
Wong Chun Hei,
Carol Ho,何藹恩
Chui Tsz-ho,崔子皓
Ho Ka-wai,潘彦彤
Chan Ting,陳婷
Ducky Tse Chi-tah,謝至德
Konstantin Bessmertny,Konstantin Bessmertny
Cheung Yick-kan,張亦勤
Chow King-fung,周景豐
Choi Ching-nga,蔡青雅
Lau Pui-ngo,劉培娥
Yuen Kam-wa,袁錦華
Michael Muller,Michael Muller
Kamie Cheng,鄭錦校
Wong Chau-tung,王秋童
Fung Yee-tin,馮倚天
Ikko Fukuyama,福山一光
Lau Wai-cheong,劉偉昌
Leah Clough,Leah Clough
Kai Fong Pai Dong,街坊排檔
CHEUNG Choi Sang Samson,張才生
MA Chi-hang,馬智恆
PANG Chun,彭震
Tap CHAN,陳沁昕
Siu Lan,小蘭
LI Yi-Fan,李亦凡
LO Yi-Chun,羅懿君
CHEN Han-Sheng,陳漢聲
HUANG Po-Chih,黃博志
LIU Yu,劉玗
CHENG Ting-Ting,鄭亭亭
Xia Xiaowan,夏小万， 陈卉
Chen Hui,
Chan Ka-chi,陳家智
Chilai Howard Cheng,鄭智禮
Kwan Sheung-chi,關尚智
Lee Kwok-wai,李國威
Mak Siu-fung,麥少峯
Tsui Ka-hei,崔嘉曦
Yip Man-hay,葉文希
Thomas Yuen,袁永賢
Yeung Ching-man,楊靜文
Daniel Knorr,丹尼爾‧克諾
Keita Sagaki,
Zhou Yangming,周洋明
Bernard Frize,
Habison Lau,劉學成
Elaine Yee Lin HO,
Leo Wong,黃貴權
Sara Berman,
Masao Takahata,高旗將雄
Elpis Chow,周紫羚
HUANG Dan,黃丹
Jo Farrell,Jo Farrell
THUKRAL & TAGRA,THUKRAL & TAGRA
Dominique Chan,陳少東
Wong Hei-ting,黃熙婷
Wu Nga-sai,胡雅茜
Tafadzwa Gwetai,
Franklyn Dzingai,
Anthony Bumhira,
Satoshi Katayama,
Zhou Wendou,周文斗
Tamás Waliczky,Tamás Waliczky
Lee Kai-chung,李繼忠
Chen Shaoxiong,
Chen Tong,
Duan Jianyu,
Feng Qiyuan,
Liang Juhui,
Liberia Borges Bookshop,
Lin Yilin,
Liu Heng,
Lu Yi,
Ou Ning,
U-theque Organisation,
Vitamin Creative Space,
Xu Tan,
Yang Yong,
Matthew Monahan,Matthew Monahan
Luigi Ontani,Luigi Ontani
Zhao Gang,Zhao Gang
Jacqueline Kiyomi Gordon,
Choi Kai-yan,蔡啟仁
Chao Chung-hsiang,趙春翔
Dale Chihuly,戴爾·奇胡利
Chris Evans,
Heather Dewey-Hagborg,Heather Dewey-Hagborg
Shinseungback Kimyonghun,Shinseungback Kimyonghun
Acci Baba,Acci Baba
Ho Ka-wai,何嘉慧
Alex Cheung,張藝生
Vann Ip,
Claude RUTAULT,
Cheng Yee Man,阿金 (鄭怡敏)
Lee Tae Pak,李泰鉑
Jeff Leung,梁展峰
Régis Gonzalez,
Lawman,羅文樂
Wang Jieyin,王劼音
Annie Wan,尹麗娟
José María Casanova,
Roberto Cortázar,
Carlos Cruz-Diez,
María García-Ibáñez,
Laurent Martin “Lo”,
Cristina Moroño,
TRES,
Ventoso,
Zhang Xuerui,張雪瑞
Alberto Burri,
Alberto Biasi,
Agostino Bonalumi,
Giacomo Balla,
Lucio Fontana,
Piero Dorazio,
Lu Song,
urt Chan,陳育強
Lau Chi Chung,劉智聰
Carmen Ng & Elva Lai,吳嘉敏
,賴明珠
,陳可瑜
,陳永安
,張永樂
,戚健英
,翟思敏
,藍梅蘭
,林佩蘭
,羅肇婷
,李有漢
,馬菊芬
,龐朝輝
,王嘉美
,王丹萍
,余錬洲
Antoine D'Agata,Antoine D'Agata
Antoine d'Agata,
,梁玉儀 ，康雁屏，陳燕雲 ，黃建芬，陳若梅 ，陳詠怡及其他畫家
Jesper Just,
Tam Wai-ping,譚偉平
Lau Yat-wai,
Ma On-yee,
Ng Ka-ho,
Rosy CHAN,陳淳慧，鄭詠文，鍾穎詩，孔家希，江演文，吳慧蘭
Van CHENG,
Wallis CHUNG,
Angela HUNG,
Stephanie KONG,
Gladys NG,
Joe Li,李紹忠，麥綺文
Yee-Man Mak,
Gaël Davrinche,
Kitty Chou,Kitty Chou
Hyon Gyon,Hyon Gyon
Cui Xinmin,崔新明
Ray Chan,陳思光
David Clarke,祈大衛
Mark Chung,鍾正
Gao Lei,高磊
Liang Yue,梁玥
Wang Qingsong,王慶松
Yangjiang Group,陽江組
Saki Obata,
Samuel Adam Swope,Samuel Adam Swope
Li San-kit Andy,李新傑
LeeLee Chan,陳俐俐
Andrew Luk,陸浩明
Chen Zifeng,陳子風
CHAN Po Fung & CHAN Wing Sze +,陳寶鋒 & 陳穎斯+
Gum CHENG Yee Man + Clara CHEUNG,鄭怡敏(阿金) + 張嘉莉
IP Wai Lung + Wilf CHO & CHAN Yat Fung,葉惠龍 + 曹正川 & 陳一峯
Jeff LEUNG Chin Fung +,梁展峰 +
LEE Pik Ki +,李碧琪 +
LEE Tae Pak +,李泰鉑 +
Sub Yee Siu (curated by brandon & donna) +,拾貮少 (curated by brandon & donna) +
Rik YU Wing Kei + Benny YEUNG & Colin HUI,余榮基 + 楊兆驎 & 許晉熙
Richard Streitmatter-Tran,陳德良
Le Pho,黎譜
Le Quang Tinh,黎光靜
Le Thi Luu,黎氏秋
Luong Xuan Nhi,梁春爾
Mai Trung Thu,梅忠恕
Nguyen Gia Tri,阮嘉治
Nguyen Hong Linh,阮鴻靈
Nguyen Phan Chanh,阮潘正
To Ngoc Van,蘇玉雲
Trinh Van,鄭文
Vu Cao Dam,武高談
Évariste Jonchère,Évariste Jonchère
Victor Tardieu,Victor Tardieu
Kong Kee,江記
Cheuk Ka-wai Cherie,卓家慧
Hui Hoi-kiu,許開嬌
Zhang Xiaoli,張小黎
Liang Ban,梁半
Dinh Q. Lê,
Feng Xuemin,
Xu Yong,
Yan Wong,
Pazu Chan,
NEVERCREW,
Han Jinpeng,韓金鵬
Day Job Studio,
Carsten Holler,Carsten Holler
Jeongmoon Choi,Jeongmoon Choi
Doug Aitken,Doug Aitken
Xu Bing,徐冰
Vivian Capit,Vivian Capit
Anna Gleeson,
Liu Cheng-mui,廖井梅
Kim Tschang-yeul,金昌烈
Mok Wai-hong,莫偉康
Jamsen Law,羅琛堡
Tse Su-mei,謝素梅
Wong Shih Yaw,黃士耀
J Park,
Ashley Bickerton,Ashley Bickerton
Dora Budor,Dora Budor
Nina Canell,Nina Canell
Chen Zhou,陳軸
Carl F. Cheng,Carl F. Cheng
Dumb Type,Dumb Type
Peter Halley,Peter Halley
Nik Kosmas,Nik Kosmas
Ajay Kurian,Ajay Kurian
Liu Chuang,劉窗
Alexis Mailles,Alexis Mailles
Peter Nelson,Peter Nelson
Mountain River Jump!,山河跳！
Oscar Murillo,Oscar Murillo
Shen Xin,沈莘
THE PLAY,THE PLAY
Ben Tong,唐嘉豪
Clarissa Tossin,Clarissa Tossin
Adrián Villar Rojas,Adrián Villar Rojas
Alice Wang,王凝慧
Doris Wong Wai Yin,黃慧妍
Zhang Enli,張恩利
Zhang Ruyi,張如怡
Zhou Siwei,周思維
Cheng Ting-ting,鄭婷婷
Lau Yin-yeung,
Lee Yik-long,
Tai Man-wai Anita,
Wong Chun-yam Leo,
Wong Man-yan,
Tao Hoi-chuen Jacky,杜海銓
Fung Hoi-shan,馮凱珊
Alexander Rodchenko,
Tam Hing-kai,張浩強
JC Jessie,文耀國
Edward Cheung,李潔茹
Gary Man,熊耀蘭
So Kwok-kin,謝西
Noel Li,蘇國堅
Ruth Ma,譚慶楷
WAN Lai Kuen,尹麗娟
LING Chin Tang,凌展騰
CHAN Yuk Keung,陳育強
WONG Lai Yan,黃麗茵
LO Kwan Chi,盧君賜
TSE Yim On,謝炎安
Ng Yuet-lau,伍月柳
Lewis Lau,劉彥韬
John Franzen,
Jess LAU Ching-wa,劉清華
Andio LAI Chung-man,黎仲民
LAM Kin-choi,林建才
Kel LOK Man-chung,駱敏聰
Bill TAM Wing-bill,譚永標
Winnie YAN Wai-yin,忻慧妍
Picasso,畢加索
Condo,康多
Billy Ho,何少忠
Nicole Yuen Lai,黎原
Au Sow-Yee,區秀詒
Ho Tzu Nyen,何子彥
Mark Geffriaud,馬克‧傑夫爾沃
Laurent Grasso,洛朗‧格拉索
Kwan Sheung-金hi,關尚智
Michaël Borremans,米凱爾．博伊曼斯
,梁玉儀，何慧芬，冼靜文，康雁屏 ，張惠珍，陳燕雲
Hung Ching Yan Fion,
Lai Siu Wai Arrow,
Poon Mei Yee Leona,
Tsang Man Chi Monchi,
Chan Oi-yan,陳藹欣
Chang Yue-lam,鄭裕林
Hung Ching-yan,洪澄欣
Leung Mong-sum,梁望琛
Vera Chiu,趙芝婷
Szabotage,Szabotage
Huang Po-Chih,黃博志
Mr.,
Chan Rui-Ka Grace,陳睿加
Dan Hin-Ka Ann,譚衍嘉
Yiu Kwan-Ho Boy,姚君豪
Zhang Jin,張進
,陳凱兒
,潘彥彤
,黃嘉怡
,黃雅珊
,嚴紀東
Daisuke Tajima,田島大介
Huang Jingjie,黃靖杰
Liu Guoqiang,劉國強
Martin Mannig,Martin Mannig
Tian Li,田力
Eddie Kang,姜錫鉉
Cheng Yin-ngan,
Liu Tsz-ting,
Vicky Do,杜薇
Scott CHAN,陳建業
FUNG Ka-fai,​馮家暉
Elaine WONG,黃淑賢
Ivy YUEN,袁進女太
Michael Cherney,秋麥
Liu Chau Wa,
Joyce Lung Yuet Ching,
Alex Sze Sai Chin,
Ingrid Wong Hui Yin,
,田中敦子
,向井修二
,木梨AINE
,松田豐
,楊泳梁
,山姆·弗朗西
,亞歷山大·考爾德
,Turi Simeti。
Shuji Mukai,向井修二
Yasuo Sumi,嶋本昭三
Shozo Shimamoto,鷲見康夫
KAWS,
Jeff Koons and Yoshitomo Nara,
Jose-Maria Cano,
Chan Chung-shu,陳中樞
Lam Man-kong,林鳴崗
Poon Yeuk-fai,潘躍輝
Tse Ching,謝政
Ho Siu-chung,何少中
Smamantha Li,李楚如
Kenny Poon,黃義德
Prudence Fung,梁世潘
Wong Shu-kit,馮凱靖
Chau Shik-hung,王純杰
,巢錫雄
,吳香生
,吳麗蓉
,胡美玲
,朱啟文
Gert and Uwe Tobias,Gert and Uwe Tobias
Edgar Leciejewski,Edgar Leciejewski
Eugene Zhang,張洵
Gianfranco Baruchello,Gianfranco Baruchello
Marcel Duchamp,Marcel Duchamp
Pon Shui-wah,潘瑞華
Hung Yip,洪葉
Joyce Au,區美玲
Chan S F Catherina,陳醒芬
Lam Cho-fat,林祖發
Keith Coventry,基思·考文垂
REACH,
Makoto Taniguchi,谷口真人，田名網敬一，菊地良博，佃弘樹，Todd James and Javier Calleja
Hiroki Tsukuda,
Todd James and Javier Calleja,
,馮力仁
Hans Hartubg,漢斯·哈同
Chan Ka Kiu Clair,陳嘉翹
Chan Lok Heng Stacey,陳樂珩
Chan Yuen Kiu,陳苑翹
Cheng Yin Ngan,鄭燕垠
Joanie Lam,林蓁
Leung Mong Sum Joseph,梁望琛
Li San Kit Andy,李新傑
Lo Lai Lai Natalie,勞麗麗
Wong Tsz Chun Tom,黃子駿
Wu Jiaru,吳佳儒
THE LONDON POLICE,
Max Chan Wang,陳泓
Cheung Szelit,張施烈
Phoebe Hui,許⽅華
Jess Lau Chingwa,劉清華
Tung Winghong,董永康
Mike Dargas,
Jennifer Guidi,Jennifer Guidi
Michel Eisenlohr,Michel Eisenlohr
Yan Kallen,殷家樑
Shirley Baker,
Ken Russell,
Colin Jones,
Daniel Meadows,
Homer Sykes,
Janette Beckman,
Tessa Traeger,
Andy Sewell,
LEUNG Chi-wo,梁志和
Kingsley NG,伍韶勁
ANG Kwok-hin,鄧國騫
CHAK Wai-leung,翟偉良
Ray CHAN See-kwong,陳思光
CHUNG Wai-ian & NG Ka-chun,鍾惠恩及吳家俊
Monti LAI Wai-yi,黎慧儀
Agnes LEE,李淑雅
Rainbow LEUNG,李香蘭
Leo WONG Chun-yam,黃振欽
Ricky YEUNG Sau-churk,楊秀卓
YIP Kai-chun,葉啟俊
Javier Calleja,
Ho Tsz Nyen,何子彥
Jesse Clockwork,郭啟豐
Kiwi Chan,陳家蔚
Lam On,林安琪
Winnie So,蘇梓恩
Hebe Wong,黃裕欣
Ding Cheuk-laam,丁卓藍
Dorothy Cheung,張紫茵
Eddie Cheung Wai-sum,張煒森
Grace Choi,蔡翠茵
Jasmine Forest,陳家蔚
Jilli Gut,曾聞滴
Kiwi Chan,楊文俊
Mac Tsang,鄭珞璋
Mandy Yeung,周智生
Max Cheng,陳廷清
Rolf Chow,黃漢樑
TC Chan,黃曉楓
Tony Kwok,王思薇
Wilfred Wong,妳太甜
Wong Hiu-fung,張寶寶
Wong Sze-mei,劉南茜
you are too sweet,伍文琳
Bo Bo Cheung,胡至信
Nancy Liu,謝柏齊
Ng Man-lam,謝志德
Wu Chi-shun,何家豪
Xie Rong (Echo Morgan),謝蓉
Guo Zhiquan,郭志全
Leung Sai-poon Kenny,梁世潘
Romain Jacquet-Lagrèze,
Tugo Cheng,
Elena Klimova,
Dmitry Timofeev,
Serge Rozhnov,
Chinyee,青意
Fang Zhaoling,方召麐
,許雪碧
Pat Hui,高杏娟
Kassia Ko,文鳳儀
Man Fung-yi,卓家慧
Cherie Cheuk Ka-wai,儲楚
Chu Chu,王濛莎
Wang Mengsha,張小黎
Zhang Xiaoli,張藝蓉
Zhang Yirong,
Tatiana TROUVE,塔蒂安娜•杜薇
Hu Chi-Chung,胡奇中
Huang Yongping,黃永砅
Shen Yuan,沈遠
Jacky Tsai,蔡贇驊
Rose Liang,
Apple WONG Hiu Fung,黃曉楓
Dave CHOW Yui Wang,黃美諺
Hazel WONG Mei Yin,周睿宏
Kaya NG Kai Yan,吳佳欣
Hsu Yung Chin,徐永進
Renato Nicolodi,Renato Nicolodi
HUI Wai-keung,許維強
LAI Chun-ling,黎振寧
TIN Lai-man,田禮文
Zhuang Hong Yi,庄紅藝
Amna Asghar,Amna Asghar
Doreen Chan,來了
Viola Chen,陳泳因
Dachal Choi,陳宜晴
COME INSIDE,崔大察
Eternal Dragonz,Eternal Dragonz
Jes Fan,Jes Fan
Christopher K. Ho,何恩懷
Linda C.H. Lai,黎肖嫻
Ma Qiusha,馬秋莎
Hương Ngô,Hương Ngô
Ngoc Nau,Ngoc Nau
Xiaoshi Vivian Vivian Qin,覃小詩
Renee So,Renee So
Salote Tawale,Salote Tawale
Hiram To,杜子卿
Ka-Man Tse,謝嘉敏
Kristina Wong,黃君儀
Xiyadie,西亞蝶
Yu Shuk Pui Bobby,余淑培
Phillip Lai,Phillip Lai
Jiyun Jade Park,Jiyun Jade Park
Gedvile Bunykite Grace,
Lau Ka-wai,劉嘉慧
Yau Yuen-yum,丘宛鑫
Takeshi Murata,
Tsang Chui-mei,曾翠薇﹑杜海銓
Tao Hoi-chuen,
Tze Hung Chui,徐子雄
Tin Boo Chan,陳天保
Man Kuen Cheng,鄭文娟
Joyce Cheng,鄭素琴
Sarah Chu,朱影翠
Tak Yi Chui,徐德義
Hester Chung,鍾潔霞
Suet Ping Fok,霍雪屏
Lai Wah Ho,何麗華
Yanki Hui,許婉汶
John Wong,黃約翰
Yin Ping Leung,梁燕冰
Josephine Leung,梁玉玲
Man Lee,李志文
Nancy To,杜婉蘭
V Yim,嚴允慈
Pui Sheung Yung,翁佩裳
Michael Zelehoski,Michael Zelehoski
Wu Chitsung,吳季聰
Jan Worst,Jan Worst
Mavis Chan,陳海慈
DAVID STANLEY HEWETT,
KAN-ZAN-LOC,
TAKAHIDE KOMATSU,
TOSHIO IEZUMI,
YASUHIDE KUNIMOTO,
YOICHIRO KAI,
Chong Ai Lei,鍾愛麗
Au Hoi-lam,區凱琳
Nadim Abbas,唐納天
Lai Cheuk-wa,黎卓華
Kinsley Ng,伍韶勁
Beat Feller,Beat Feller
Zilla Leutenegger,Zilla Leutenegger
Matthias Liechti,Matthias Liechti
Boris Rebetez,Boris Rebetez
Judith Fegerl,Judith Fegerl
Izumi Kato,Izumi Kato
Tamako Ito,伊藤珠子
Katsuaki Shigeno,重野克明
Jean-Daniel Lorieux,
Tang Ying-mui,鄧凝梅
Tang Ying-chi,鄧凝姿
Chris Cook,Chris Cook
Gao Zengli,高增禮
Frog King,郭孟浩 (蛙王)
Echo AU,歐淑娥
CHAN Kwong-wah,陳廣華
TC CHAN,陳廷清
Judy CHIU,招嘉寶
CHOI Sze-hung Janet,蔡司虹
Phoebe Cats,貓女
HUI Siu-kong,許兆剛
LAU Yuen-cheung John,劉遠章
Mimi LEE,李思敏
Jimmy NG,吳永銳
SIN Ngai-lung Alan,冼藝隆
Angel TAM,譚怡昕
James WENG,翁同
WONG Chi-fai,黄志輝
YIU Pak-tun Patrick,姚伯敦
Yusuke Takemura,
Ross C. Kelly,
Chen Jianguo,
Liu Xuejun,
Feng Zhengquan,
Li Yibing,
Kaws,Kaws
Koji Usaka,苧坂恒治
Jan Lam,林嘉怡
Iván ARGOTE,
Heri Dono,Heri Dono
Gao Qifeng,高奇峰
Chao Shao-an,趙少昂
Au Ho-nien,歐豪年
Leila Hekmat,
Damon Kowarsky,
Anthony Yung,翁子健
Guo Hongwei,郭鴻蔚
LAM Siu-leung,林兆良
CHEUNG Ka-cheung,張加祥
LEUNG Iat-hong,梁日洪
LEUNG Mei-chun,梁美珍
YUNG Cheuk-kwok,翁澤國
Aziz + Cucher,阿齊茲+古查
CHAN Ka-wan,
CHOW Hiu-lam,
JI Ruiting,
KWAN Wai-sum,
LAM Sing-yau,
LI San-kit Andy,
LIAO Jiaming,
MOK Yee-man Fiona,
MUI Cheuk-lam,
WONG Suk-yin Elaine,
YU Hiu-man,
ZHENG Yuanzhi,
ZHOU Meichen,
ZHU Yumeng,
Zhao Shao-ang,趙少昂
Li Xiong-cai,黎雄才
Guan Shan-yue,關山月
Yang Shan-shen,楊善深
Wong Sau Ching,林天行
Chen Fangyuan,王守清
Christopher Ku,谷敏昭
Lam Tian Xing,陳方遠
Lita Cabellut,
Huang Guanyu,黃冠余
Robert Indiana,羅伯特‧印第安納
Kutluğ Ataman,谷特拉格‧阿塔曼
Candy Factory,古郷卓司
Young-Hae Chang Heavy Industries,張英海重工業
Chim↑Pom,Chim↑Pom
He An,何岸
Charwei Tsai,蔡佳葳
He Wei,何微
Wong Kit-yi,黃潔宜
Leung Yee-ting,
Bence Bakonyi,
Wong Xiang Yi,
Awol Erizku,Awol Erizku
Alice Chan,陳艮珊
Jennifer Ho,何欣樺
Lung Yuet Ching,張文豪
Manho Cheung,龍悅程
Kayin Lam,林家燕
Benny Lam,Benny Lam
Cornelia Erdmann,Cornelia Erdmann
Jacky Chan,陳諺鋒
Rino Ko,高家揚
Manolo Millares,
Antoni Tàpies,
Ernesto Coba,
Nicole Heim,
Lea Hofer,
Chantal Romani,
Heiko Schätzle,
Yvonne Walter,
Manuela Zellweger,
Mark Bradford,馬克·布拉德福特
Markus Brunetti,Markus Brunetti
Hector CHAN,陳偉傑
Masatoshi Masanobu,Masatoshi Masanobu
Sarah Crowner,
Caitlin Keogh,
,卓穎嵐
Chloë Cheuk,卓思穎
Tobias Klein,Tobias Klein
Wang Gongyi,王公懿
Ren Rong,
Yang Dazhi,
Yiyu Lam,
,黃榮臻
,陳暖娟
,陳茜珩
,劉婉婷
,彭奕熙
Weilun CHONG,鍾偉倫
Billy H.C. KWOK,Billy H.C. KWOK
LAM Yik Fei,林亦非
LEE Wing Ki,李泳麒
Wei Leng TAY,鄭瑋玲
Kurt TONG,唐景鋒
,松村淳
Cai Lei,蔡磊‭ ‬
Shen Liang,申亮
Wang Jun,王俊
Wang Ningde,王寧德‭ ‬
Yan Bing,閻冰及臧坤坤
Zang Kunkun,
Huang Yuanqing,黃淵青
Manuel Pelmuș,Manuel Pelmuș
Chu Chin-ching,朱仟青
Chun Wing-yau,秦穎柔
Man Wai-shan,文蔚珊
Wu Ching-yi,胡靖怡
Hong Hao,
Huang Po-Ren,
Lee Seung Koo,
Andrew Lui,
Carl Corey,
Wang Neng-Tao,
Yuan Shun,
Sara Tse,
O Yeun-Hwa,
Chan Wai Kit,
Lau Siu Chung,
Man Ying Sheung,
Ng Yin Lam,
Wong Hiu Fong,
You Ren Bring Bed Sheet,
Wang Wei,王衛
KO Sin-tung,高倩彤
Laure Simoneau,
Nabil Nahas,Nabil Nahas
Ho Tzu Nyen,何子彦
Ben Yau,丘文彬
Wendy Tan,陳雪花
Jack Penny,Jack Penny
Zhang Yunyao,張雲垚
Nilima Sheikh,Nilima Sheikh
Cheung Tsz-hin,張子軒
Chris Huen,禢善勤
Wong Ka-ying,黃嘉
Lui Pui-kwan,呂沛筠
Tang Wing-ki,鄧穎琪
LEE Seung-Jio,
Chu Fangyi,朱芳毅
Antoine Rameau,
omokazu Matsuyama,
Peggy Chan,陳子謙
Cong Yufeng,陳佩玲
Fan Xueyi,叢雲峰
Feng Zhengjie,範學宜
Fu Tso-Hsin,俸正傑
Gao Xiaowu,傅作新
Ho Siukee,高孝午
Hou Chung Ying,何兆基
Liu Zining,侯忠穎
Li Hui,劉子寧
Li Jiwei,黃敬恆
Li Jie,黃敬熙
Ling Jian,李暉
Ma Mingze,李繼偉
Mark Leong,李捷
Marcus Wong,凌健
Alister Wong,梁永光
Philippe Pasqua,馬銘澤
Ren Zhe,Philippe Pasqua
Royston Tan,任哲
Thomas Schoos,Thomas Schoos
Wang Guofeng,王國鋒
Wu Mingzhong,武明中
Weng Fen,翁奮
William Tong,唐偉霖
Xia Hang,夏航
Yu Yang,於洋
Yang Qian,楊千
Yang Tao,楊韜
Zheng Lu,鄭路
Zou Liang,鄒亮
Samuel Adam SWOPE,Samuel Adam SWOPE
Wang Yuyang,王郁洋
Huang Ke,黄可
Chris Cheung,張瀚謙
Cinta Vidal Agulló,Cinta Vidal Agulló
Patricia Aguirre,
Sarah Lai,
Ng Lung-wai,
He Yida,傑里米．埃弗雷特，何意達，菲利普．賴，翰迪懷兒曼．薩普川，陶輝
Handiwirman Saputra,
Tao Hui,
Phillip Lai,
Chen Tianzhuo,陳天灼
Double Fly Art Center,雙飛藝術中心
Feng Mengbo,馮夢波
Carla Chan,陳好彩
XCEED,XCEED
Patrick Ford,
Otto Boll,Otto Boll
Desiree Holman,Desiree Holman
Fernanda D'Agostino,Fernanda D'Agostino
Fang Lu,方璐
Ranu Mukherjee,Ranu Mukherjee
Reanne Estrada and Eliza Barrios and Jenifer Wofford in Mail Order Brides (MOB),Mail Order Brides(MOB)中的Reanne Estrada
,Eliza Barrios
,Jenifer Wofford
Rachel Kneebone,
Minstrel Kuik,郭靜潔
Jon One,
Redtonetone,紅彤彤
Michel Setboun,
Yu Jen-chih,尉任之
Ha Manh Thang,何孟勝
Do Ho Suh,
Fury,
Tim Barber,Tim Barber
Pablo Posada Pernikoff,
Wensen Qi,
Tobe Kan Kiu-sin,簡喬倩
Wong Sau-ching,王守清
Chan Cheuk Yan,
Chau Lok Yan,
Cheng Yuen Ho,
Chuk Yin Man,
Chung Sin Wa,
Fok Ching,
Hui Gi Wai Echo,
IU Hei Lun,
Leung Hoi Nga Livy,
Lo Ching Yin,
Mak Wing Sum Sammi,
Ng Sing Wah,
Shum Kwan Yi,
Siu Hong Ming,
Yu Shuk Pui Bobby,
Wong Hoi Kwan,
Wong Shun Yu,
Matthew Palladino,
,歐陽乃霑
,尤金
,朱嘉明
,溥心畬
,陳士文
,丁衍庸
,鄺耀鼎
,張義
,徐志宇
,李東強
,蘇思棣
,李潤桓
,馬桂順
,廖少珍
,呂振光
,周晉
,黄紀鈞(尊子)
,陳育強
,鍾大富
,翟宗浩
,嚴惠蕙
,石家豪
,程展緯
,黃志恆
,徐沛之
,洪強
,區凱琳
,林嵐
,羅玉梅
,嚴瑞芳
Sketchbook members,畫吓野寫生組成員
,張國恩
Nakajima Rie,中島吏英
Thomas Yuen,
Phoebe Chow,Phoebe Chow
chipgooodguystudio,木碎好少年
,楊學德
,趙世光
,趙令彬
,張春蘭
Wong Yan-kwai,黃仁逵
Kacey Wong,黃國才
Sammu Chan,三木
Au-yeung Tung,歐陽東
,盧樂謙
,李雪盈
,康玉惠
,褟紹燦
