title,organization/people
俄羅斯聯邦文化部,
俄羅斯聯邦駐中華人民共和國香港兼澳門特別行政區總領事館,Organization
西伯利亞戈登科舞蹈團,Organization
陳綺婷舞蹈學院,Organization
Melody Pole Studio Limited,
回憶是美好的,
柏斯舞蹈學院,Organization
香港中文大學藝術行政主任辦公室,Organization
Regine Proietto Dance Pro,
深水埗區議會,Organization
深水埗民政事務處,
Sirio Dance Studio Boutique,
春天芭蕾舞學校,Organization
The Foxy Legend - Peacock,
香港芭蕾舞團有限公司,Organization
香港青年協會青年空間,Organization
香港爵士舞蹈學會,Organization
蒲窩青少年中心,
囍舞團,Organization
N/A,
Dance Auraco,
City of Helsinki Cultural Office,
小苗芭蕾舞團,Organization
香港中文大學藝術行政主任辦公室主辦,Organization
深圳市千羽晏文化傳播有限公司,Organization
港鐵香港站,Organization
Annasaba Dance and Performance Academy,
Amuse Hong Kong Limited,
成都原樹當代舞蹈藝術空間,Organization
成都影像藝術中心,
黃碧琪舞蹈劇場,Organization
九龍城區李蓮議員辦事處,
香港舞蹈天地,Organization
中國民族民間舞考級中心,
中國民族民間舞評級,
10間大專院校舞蹈學會,Organization
香港特別行政區政府駐東京經濟貿易辦事處,Organization
D.O.G Power,
IDGC,
香港城市大學27th 舞蹈學會 Hanka,Organization
香港城市大學第18支舞蹈學會 - Dekko,Organization
香港專業教育學院聯校舞蹈學會,Organization
香港城市當代舞蹈團,Organization
香港賽馬會音樂及舞蹈基金得獎者協會,Organization
米克洛夫斯基芭蕾舞團,Organization
111藝團,Organization
韓國國家劇院,Organization
韓國國家舞蹈團,Organization
阿歷山度 沙朗尼,
中西區兒童舞蹈團,Organization
庇理羅士女子中學,Organization
何明華會督銀禧中學,Organization
苗徽舞集,
卓瑪舞蹈坊,Organization
沙田蘇浙公學,
晞蕾舞蹈團,Organization
龍騰舞蹈藝術中心,Organization
毅妍舞蹈坊,Organization
香港節慶管弦樂團,Organization
香港理工大學學生會舞蹈學會,Organization
Buda Hkbu,
香港文化舞劇團,Organization
香港各界慶典策員會,Organization
香港國際文化交流藝術總會,Organization
香港中文大學,Organization
中國殘疾人藝術團,Organization
非物質文化遺產地脈協會有限公司,Organization
Rootless Root,
音樂智商島音樂劇團,Organization
長青之友社,Organization
貓頭鷹藝術團,Organization
藝．牽,
藝 · 牽,
葵涌及青衣區文藝協進會有限公司,Organization
舞上雲霄學院,Organization
舞蹈天使,Organization
臻青社,Organization
美諾諦詩舞蹈工作坊,Organization
童謠舞蹈音樂學院,Organization
第二十八屆香港城市大學學生會舞蹈學會 DEKKO,Organization
浪人劇場,Organization
法國五月藝術節,
馬蘭登比亞夏茲芭蕾舞團,Organization
沙田文藝協會有限公司,Organization
沙田文藝協會芭蕾舞班,Organization
沙田舞蹈團,Organization
Move-Emotion Dance Co,
Cody Cody Dance,
小時候幼稚園,
森林樂,
楊詠珊舞蹈學院,Organization
柏斯音樂基金會,
揚力身體部署研修社,Organization
循理會屯門青少年綜合服務中心,
艾甘．漢舞蹈團,Organization
川口ゆい,
石橋義正,
德島縣阿波舞協會,Organization
林俊浩舞蹈劇場作品,Organization
莎莎．華爾斯與客人,
藍嘉穎,
黃漢樑,
R&T  Limited,
黃泰成,
郭施予,
布蘭卡．李舞蹈團,Organization
新西蘭皇家芭蕾舞團,Organization
陳凱,
La P En V 優之舞,
木蕳歌舞團,Organization
崔藹璇芭蕾舞學校,Organization
大韓民國駐香港總領事館,Organization
韓國國家當代舞蹈團,Organization
土方巽舞踏研究場,
國際舞蹈者協會,Organization
國際兒童舞蹈團,Organization
中華文化城有限公司,Organization
中華文化藝術交流協會有限公司,Organization
合一空間,
創樂空間有限公司,Organization
倩舞坊,
倩舞坊舞蹈團,Organization
Work it Out,
Steps Education & My Stage Performance Academy,
Ship of the Ryukyu,
SJ Ballet des Arts Limited,
Russian Ballet School Limited,
Neverland Dance House,
MW 舞蹈劇場,Organization
Lunchbox Theatrical Productions Limited,
Joint University Dance Society,
Haxon,
29th Cityu Danso,
Felixism Creation,
Clara Ramona Danza Flamenca Ltd.,
Beauty Art Limited,
Asian Grand Prix Limited,
香港青年芭蕾舞專業訓練中心,Organization
馬鞍山民康促進會及馬鞍山舞蹈團,Organization
09舞蹈劇場,Organization
BeDREX,
BEYOND Bollywood,
Centre of Urban History,
Culture and Media,
The Chinese University of Hong Kong ;& Wong Bing Lai Music and Performing Arts Unit,
Lingnan University,
蘇娜雅娜．哈莎里拉,
Clara Ramona Danza Flamenca Limited,
Club de Estrellas,
DMR School of Ballet,
Edge 'N Pointe Dance Centre Limited,
Esencia Flamenca Limited,
Hari Om Dance Society Company,
I Dance Enterprise Limited,
Innonation Live Music,
各大大專院校舞蹈學會,Organization
Pauline舞蹈藝術團,Organization
R & T (Rhythm & Tempo) Limited,
Red Shoe Dance Company Limited,
REGINE PROIETTO DANCE PRO,
Twinkle Dance Company,
Venessa Dance Theatre Limited,
上海歌舞團,Organization
中國民族民間文化藝術交流協會有限公司主辦,Organization
聖彼德堡俄羅斯芭蕾舞劇院,Organization
舞踏節,
香港舞踏節,Organization
仙迪芭蕾舞學院,Organization
保良局百周年李兆忠紀念中學,Organization
光華新聞文化中心有限公司,Organization
勁舞屯,
動藝舞蹈劇場,Organization
國家文化部及民政事務局,Organization
寧波市歌舞劇院,Organization
國際標準舞聯合總會有限公司,Organization
無設限舞團,Organization
山西華晉舞蹈團,Organization
大邱當代舞蹈團,Organization
培藝芭蕾舞學校有限公司,Organization
大埔文藝協進會,Organization
小明星舞蹈學校有限公司,Organization
小苗芭蕾舞學校,Organization
典雅肚皮舞學會,
黎德威,
丹斯瑪舞蹈劇院,Organization
點蟲蟲影舞團,Organization
阿隆佐．金舞蹈團,Organization
馬丁齊默曼,
伊娃．葉爾芭波娜佛蘭明高舞蹈團,Organization
中國新疆生產建設兵團民族歌舞團,Organization
東方舞蹈團,Organization
達夫拉鼓樂舞蹈團,Organization
LA P EN V 優之舞,
荷蘭舞蹈劇場,Organization
謝曼恩．阿科尼,
魔幻燈影劇場,Organization
R&T,
舞館,
映．舞團,Organization
舞動耆才及心飛舞團,Organization
黑天使舞蹈劇場,Organization
康樂及文化事務署-觀眾拓展辦事處,
廣東歌舞劇院,Organization
恆生管理學院學生會舞蹈學會,Organization
拉丁歌舞團,Organization
教育局及香港學界舞蹈協會有限公司聯合主辦,Organization
香港學界舞蹈協會有限公司聯合,Organization
春天青少年兒童芭蕾舞團,Organization
趙蘭心舞蹈學院,Organization
梁冬懿芭蕾舞學校,Organization
迪亞芭蕾,
東華三院屯門綜合服務主辦單位,Organization
東華三院愛不同藝術,Organization
東華三院賽馬會利東綜合服務中心,Organization
柏藝舞集,
柬埔寨駐港澳總領事館,
柬埔寨皇家宮廷舞團,Organization
樹仁大學舞蹈學會,Organization
瑪莉安.莫婷,
搖擺者舞蹈團,Organization
海潮藝術工作室,Organization
港澳非物質文化遺產發展研究會有限公司,Organization
萬瑪舞蹈劇團,Organization
芭蕾舞精英班及男子班,Organization
瑞士蘇黎世藝術大學,Organization
Jyotsna Shourie's Dance Society,
Halili-Cruz Dance Company,
AlunAlun Dance Circle,
T’ang Dance Project,
北京舞蹈學院附中,Organization
禮賢會彩雲綜合青少年服務中心,
自由看@太古坊,
舞台戲藝團,Organization
Melody Pole Studio,
蒲公英動力,
藝智星精英舞蹈學院有限公司,Organization
藝穗會,
李偉能,
邱加希,
觀塘民政事務處,
觀塘區文娛康樂促進會,
超藝理想文化學會,
中外友協和平發展基金會,
大名娛樂有限公司,Organization
西九文化區,
都會工作坊,
江蘇省演藝集團歌劇舞劇院,Organization
The Joseph & Loretta Law Society for the Advancement of Chinese Performing Arts Company Limited,
羅氏國際演藝公司,Organization
東區兒童合唱團,Organization
陳健豪,
黄靖程,
黄嘉威,
香港戲劇工程,Organization
布拉格國家黑光劇團,Organization
仲劇團,Organization
葵涌廣場業主立案法團,Organization
劇道場,Organization
香港基督教女青年會將軍澳青年外展社會工作隊,Organization
香港浸信教會,Organization
草乙坊,
海麗邨海晴樓互助委員會,
高晨維SING SING同學會,
香港公開大學學生劇社,Organization
一路青空,
演活。藝術教育舞台,
伯裘書院,Organization
明日藝術教育機構,
偶友街作,
MQ Musical Theatre,
中英劇團,Organization
劇場空間,Organization
HK English Speaking Union,
第六屆國際戲劇奧林匹克陝西分會場,Organization
綠葉劇團,Organization
戲子館,
香港樹仁大學劇社,Organization
荒木創作,
厘米概念,
Performance Exchange,
造夢者,
Face Productions,
Harry哥哥,
同流,
天瑞青年空間,
賽馬會天耀青年空間,
悅劇,Organization
三角關係,
斐劇場@天比高創作伙伴賽馬會策動創新思維,Organization
Hong Kong Players Limited,
大細路劇團,Organization
誇啦啦藝術集匯,
焦媛實驗劇團,Organization
英心劇團,Organization
Clockenflap,
香港創樂團,Organization
香港理工大學學生會劇社,Organization
天邊外劇場,Organization
眾聲喧嘩,
奇幻樂團,Organization
ABA Productions,
UK Tour,
W創作社,Organization
UK TOUR,
Hong Kong Players,
Hong Kong Down Syndrome Association,
中華基督教播道會港福堂,
上海話劇藝術中心,Organization
愛麗絲劇場實驗室,Organization
葉氏兒童合唱團,Organization
HK Theatre Assoication Limited,
田蔓莎,
劉曉義,
楊陽,
朱虹,
糊塗戲班,Organization
自由野,
Snuff Puppets,
iStage,
新域劇團,Organization
香港演藝學院戲劇學院,Organization
Shakespeare's Globe,
Aurora Theatre,
香港大學學生會戲劇社,Organization
基督教香港信義會北區青少年綜合服務中心,Organization
Theatre Noir,
Swire Properties,
小不點創作,
黑暗劇場,Organization
香港青年協會香港旋律,Organization
一條褲製作,Organization
Just Education Services Organisation,
團劇團,Organization
影話戲,
埼玉金世代劇場,Organization
Jam Cast Management  Ltd,
奧爾策劃有限公司,Organization
崇基劇社,Organization
新亞劇社,Organization
聯合劇社,Organization
逸夫劇社,Organization
前進進戲劇工作坊,Organization
Shakespeare in the Port,
世界装置,
嶺南大學學生會劇社,Organization
盛世天戲劇團,Organization
戲偶阿琴,
劇場工作室,Organization
野人劇團,Organization
圍圈劇場,Organization
香港城市大學學生會戲劇社,Organization
劇棧,Organization
識．劇域,Organization
Artelier Ltd.,
康樂及文化事務署新視野藝術節,
靈躍計劃,
小劇場工作室,Organization
安提．漢普頓,
格倫．尼斯,
動作孖寶,
劇樂工匠,Organization
小城實驗劇團,Organization
香港經濟貿易文化辦事處,Organization
路德會石硤尾失明者中心,
人間搞作創藝傳意有限公司,Organization
MEI Live Limited,
Polka Theatre,
盒子,
甄詠蓓戲劇工作室,Organization
觀塘劇團,Organization
教育評議會,
Claudia Chan,
好戲量,
Backstage Live Restaurant,
黎曉陽,
劉卓軒,
楊智遠,
袁梓烈,
Serena Choi,
塗鴉創意間,
鄰舍輔導會,
香港歷史文物保育建設,Organization
赫墾坊劇團,Organization
2014衛武營玩藝節,
明日藝術教育機構有限公司,Organization
I Theater,
Kijimuna Festa,
香港家庭計劃指導會,Organization
上水婦女會,
香港家庭計劃指導會婦女會社區劇團,Organization
香港家庭福利會藝進同學會賽馬會將軍澳青年坊,Organization
PLAY'S 劇團,Organization
黑目鳥劇團,Organization
零玖貳叁家劇團,Organization
該因與埃布爾劇團,Organization
艾菲斯劇團,Organization
萬人Mic,
奇想偶戲劇團,Organization
無限傳說,
3歲定八十,
香港影視劇團,Organization
珠海劇社,Organization
咪嚤音樂劇團,Organization
Scamp Theatre,
The Hong Kong Singers,
樂粹,
Singingholic,
華人廟宇委員會,
無言天地劇團,Organization
香港房屋委員會耀東邨屋邨管理諮詢委員會,Organization
東華三院胡其廉長者鄰舍中心,Organization
POP THEATRE,
敏感豆腐劇團,Organization
TC2 Cafe,
彩虹劇社,Organization
321 Action,
Naiad Productions,
語文教育及研究常務委員會,
國際青年商會香港總會,Organization
香港小童群益會賽馬會石蔭青少年綜合服務中心,Organization
戲同行,
香港青年協會賽馬會茵怡青年空間,Organization
香港合唱團,Organization
彩虹樹劇坊,Organization
張貞明,
保良局林文燦英文小學,Organization
香港聾人協進會,Organization
香港中華基督教青年會大學青年會,Organization
葵涌醫院話劇團,Organization
聯校舞台大搞作,
何東中學,Organization
聖若瑟英文書院,Organization
匯知中學,Organization
香港真光書院,Organization
聖芳濟書院,Organization
嘉諾撒聖心書院,Organization
英皇書院,Organization
聖保祿中學,Organization
筲箕灣官立中學,Organization
想出軌劇場,Organization
小鱒魚兒童合唱團,Organization
香港聾人福利促進會,Organization
藝之樂,
江蘇省演藝集團崑劇院,Organization
劇場空間基金有限公司,Organization
力行劇社,Organization
Lunchbox Theatrical Productions,
第七屆北京國際青年戲劇節,Organization
進劇場,Organization
