Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,,,,,,,,,,,,,,,,,,,,,,Remarks,Remarks,Reference link,indoor/outdoor/both
1415,14150032,.,0,Local,本地,.,.,"L5, Exhibition Hall, vA!",香港視覺藝術中心五樓展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Children Art,兒童藝術,88,88,"“Children's Dreams, Children's Art” Exhibition",「童夢。同想」作品展,n.a,n.a,n.a,03/07/2014,06/07/2014,2014,7,0,"China Overseas Holdings Limited, TREATS",中國海外集團有限公司,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150033,.,0,Local,本地,.,.,"Hong Kong Maritime Museum, Central Ferry Pier No. 8",(請參閱英文版),,,MU,Hong Kong Maritime Museum,Painting,繪畫,88,88,“Devotion to Ink” Contemporary Ink Group Show,.,n.a,n.a,n.a,17/05/2014,19/05/2014,2014,5,0,Galerie Ora-Ora,方由美術,.,.,.,.,"Gao Qian, Hang Chunhui, Hao Liang, Huang Dan, Liu Qi, Ma Jun, Ni Youyu, Peng Jian, Peng Wei, Pan Wenxun, Qin Xiuping, Xiao Xu, Xu Hualing, Zeng Guoqing and Zhang Yanzi",.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150034,.,0,Local,本地,.,.,"H303 & Verandah, 3/F, Hollywood, PMQ",元創方Hollywood三樓H303室及Verandah,,,PMQ,multi,Design,設計,88,88,“Dream Fly with Me -Amazing Upcycling Art” Exhibition,伴我夢飛翔 環保藝術之旅,n.a,n.a,n.a,02/01/2015,04/01/2015,2015,1,0,The Salvation Army Heng On Integrated Service for Rehabilitation,.,Rotary Club of Hong Kong Northwest,.,.,.,Technological and Higher Education Institute of Hong Kong(THEi) design students,.,.,.,1,2,4,6,#REF!,,0,1,1,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150035,.,0,Local,本地,.,.,"Anita Chan Lai-ling Gallery, Fringe Club",陳麗玲畫廊,,,FC,Anita Chan Lai-ling Gallery,Mixed Art-Forms,綜合展,88,88,“Experience Macau” Art Exhibition,「感受澳門」藝術展,n.a,n.a,n.a,08/04/2014,14/04/2014,2014,4,0,Macau Government Tourist Office,澳門特區政府旅遊局,.,.,.,.,.,.,.,.,1,1,4,6,#REF!,,1,1,1,1,1,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150036,.,0,Local,本地,.,.,"H307, Hollywood, PMQ",元創方Hollywood H307室,,,PMQ,PMQ,Prints,版畫,88,88,“Flowers of Life” ,.,n.a,n.a,n.a,19/03/2015,22/05/2015,2015,3,0,Source,.,.,.,.,.,Takashi Murakami,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,65,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150037,.,0,Local,本地,.,.,"Galerie Ora-Ora, G/F, 7 Shin Hing Street, Central, Hong Kong",(請參閱英文版),,,GAL,Galerie Ora-Ora,Painting,繪畫,88,88,“I Want to be Seen” Hong Kong Artist Group Show,.,n.a,n.a,n.a,13/05/2014,30/06/2014,2014,5,0,Galerie Ora-Ora,方由美術,.,.,.,.,"Halley Cheng, Stephen Wong and Nina Pryde",.,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150038,.,0,Local,本地,.,.,"Cattle Depot Artist Village's open area and nearby area (No. 63 Ma Tau Kok Road, To Kwa Wan, Kowloon, Hong Kong) ",香港九龍土瓜灣馬頭角道63號牛棚藝術村之戶外空間及附近地帶,,,ART,Cattle Depot Artist Village,Mixed Media and Installation,混合媒介及裝置,88,88,“Is There Love In This Air?” Art Exhibit and Happenings ,「愛在空氣慢遊」藝術展演,n.a,n.a,n.a,03/05/2014,04/05/2014,2014,5,0,C&G Artpartment,C&G藝術單位,.,.,.,.,"(Hong Kong) Sunday LAI, Joel LAM, Lock LO Chi Kit, LEUNG Mee Ping, TSE Chun Sing, SO Wai Lam, LAW Yuk Mui; (Singapore) Jason LEE; (Mumbai, India) Hema UPADHYAY, Reena Saini KALLAT, Pradeep L. MISHRA ","（香港）黎朗生、林健雄、羅至傑、梁美萍、 謝振聲、蘇瑋琳、羅玉梅；（新加坡） 李嘉昇；（印度孟買）Hema UPADHYAY, Reena Saini KALLAT, Pradeep L. MISHRA ",.,.,1,1,5,6,#REF!,,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150039,.,0,Local,本地,.,.,"Ch' ien Mu Library, New Asia College, The Chinese University of Hong Kong",中文大學新亞書院錢穆圖書館,,,SCH,CUHK - Ch'ien Mu Library Exhibition Gallery,Painting,繪畫,.,.,"“iv:ever”- Joint exhibition by Chan Yung Hei, Hong Yong Si, Kong Yuen Ying & Mok Pui Yu",“iv:ever”- 陳雍希、洪詠斯、江苑盈、莫珮諭作品聯展,.,.,.,02/03/2015,12/03/2015,2015,3,0,The Chinese University of Hong Kong Library,香港中文大學圖書館,.,.,.,.,.,.,.,.,1,1,2,88,#REF!,,0,1,1,1,1,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150040,.,0,Local,本地,.,.,Fringe Underground,地下劇場,,,FC,Fringe Underground,Painting,繪畫,88,88,“Joyful Ink” Joined Exhibition of Li Jin & Song Yong Hong,幽墨造紙術－宋永紅&李津聯展,n.a,n.a,n.a,13/05/2014,24/05/2014,2014,5,0,"Lucie Chang Fine Arts, Fringe Club",Lucie Chang Fine Arts、藝穗會,.,.,.,.,"Li Jin, Song Yong Hong",李津、宋永紅,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150041,.,0,Local,本地,.,.,"L5, Exhibition Hall, vA!",香港視覺藝術中心五樓展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Painting,繪畫,Mixed Media and Installation,混合媒介及裝置,“Music of the Mind”,「心色密語」,n.a,n.a,n.a,04/06/2014,07/12/2014,2014,6,0,Metta Fine Arts Ltd.,美諦藝術有限公司,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,#REF!,1,1,1,1,1,1,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150042,.,0,Local,本地,.,.,"S401, Staunton, PMQ, 35 Aberdeen Street, Central",中環鴨巴甸街35號元創方 Staunton S401,,,PMQ,Open Quote,Mixed Art-Forms,綜合展,88,88,“Northeastern New Territories: Our Land” Roving Exhibition,我地東北巡迴展,n.a,n.a,n.a,31/08/2014,14/09/2014,2014,8,0,Open Quote x 903 Radio,Open Quote x 叱咜 903,.,.,.,.,"Tiana Wong, Chu Fun, Pak Sheung Chuen, Roy Tsui, Joey Leung, Thickest Choi, Wong Hiu Fung Apple, Montagut Chuen, Hong Kong Wrapper, Bu, Serrini, Ricky Lai, fungtaitau, Southpolep, Dirty Paper, Graphic Airlines, Showroom@New Youth Barber Shop",天藍、朱薰、白雙全、林日曦、梁祖彝、蔡志厚、黃曉楓、夢特嬌全、香港花紙、Bu、Serrini、Ricky Lai、fungtaitau、Southpolep、Dirty Paper、Graphic Airlines、Showroom@新青年理髮廳,.,.,1,1,4,6,#REF!,,1,1,1,1,1,1,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150043,.,0,Local,本地,.,.,"Fabrik Contemporary Art, 1102 Nam Wo Building, 148 Wing Lok Street, Sheung Wan, Hong Kong",香港上環永樂街148號南和行11樓02室,,,GAL,Fabrik Contemporary Art,Painting,繪畫,88,88,“OSCH” DEBU T S IN HONG KONG ,.,n.a,n.a,n.a,19/08/2014,14/09/2014,2014,8,0,Fabrik Contemporary Art,Fabrik Contemporary Art,.,.,.,.,Otto Schade,.,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150045,.,0,Local,本地,.,.,"Shop 207, Level 2, Ocean Centre, Harbour City, Tsimshatsui",尖沙咀海港城海洋中心二階207舖,,,BUSS,Harbour City,Ceramics,陶藝,88,88,“Plats’ Artistes”陶瓷藝術家大師作品展,.,n.a,n.a,n.a,30/04/2014,11/05/2014,2014,4,0,"Gallery by the Harbour, Valmont, Artigas Foundation",海港城‧美術館、Valmont、Artigas Foundation,.,.,.,.,.,.,.,.,1,1,3,88,#REF!,,0,1,1,1,1,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150046,.,0,Local,本地,.,.,"S401, Staunton, PMQ, 35 Aberdeen Street, Central",中環鴨巴甸街35號元創方 Staunton S401,,,PMQ,Open Quote,Painting,繪畫,88,88,“Prologue” – Ko Sing's First-ever Exhibition,《序》- 高聲首個個人展覽,n.a,n.a,n.a,03/10/2014,06/11/2014,2014,10,0,Open Quote,Open Quote,.,.,.,.,Ko Sing,高聲,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150047,.,0,Local ,本地,.,.,"Room 701, Blissful building, 247 Des Voeux Road Central, Sheung Wan, Hong Kong",.,,,GAL,Asian Art De Vivre,Painting,繪畫,88,88,"“Reflections""",.,n.a,n.a,n.a,24/03/2015,21/04/2015,2015,3,0,Asian Art De Vivre,.,.,.,.,.,Tobias Spierenburg,.,"We are pleased to showcase the latest art works from the Netherlands artist Tobias Spierenburg
Dutch artist Tobias Spierenburg shows a variation of ambiances of his favorite subject. In most of the paintings the landscape has almost disappeared, fog and various effects of light leave only a subtle impression of the spots he has visited. With minimal means an image is being created. Often only small differences in tone and colour are being used, and all that is considered distractive is left out. By working in this manner, with personally developed techniques, the painter achieves a striking calmness in his work. The viewer is invited to look, and to look again at the painting as the painter has done at his subject.
Painting in this manner becomes a kind of meditation, although the eye sees the same thing over and over again, the way of perceiving remains intense. All the more appropriate is the choice for specific techniques with different layers of oil paint which require much time to dry. Tobias Spierenburg uses a great number of these thin layers, allowing him to obtain specific colours that are often difficult to define.
The role of the light is very important to his work.  The light that shines through the leaves and casts shadows on the ground changes continually  through the day, affected by seasons and weather; it becomes an endless source of inspiration.",.,1,1,6,88,#REF!,,0,1,1,1,1,1,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150048,.,0,Local,本地,.,.,"S510, Staunton, PMQ, 35 Aberdeen Street, Central",中環鴨巴甸街35號元創方 Staunton S510,,,PMQ,Art Projects Gallery,Mixed Media and Installation,混合媒介及裝置,88,88,“The Story of The Stone” solo art exhibition by Tay Bak Chiang,.,n.a,n.a,n.a,11/05/2014,11/05/2014,2014,5,0,Art Projects Gallery,藝途畫廊,.,.,.,.,Tay Bak Chiang,.,.,.,1,1,4,6,#REF!,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150049,.,0,Non-local,非本地,.,.,.,廣東省中山市南區興南路23號南區文化中心二樓,,,777,777,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,“迎春·品酒·賞藝”雲峰畫苑迎春精品展暨迎春酒會,n.a,n.a,n.a,14/02/2015,06/03/2015,2015,2,0,Wan Fung Art Gallery,雲峰畫苑,.,.,.,.,.,.,.,.,1,777,777,77,#REF!,,0,1,1,1,1,1,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150050,.,0,Local,本地,.,.,"L5-23, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",香港九龍石硤尾白田街30號賽馬會創意藝術中心L5-23,,,JCCAC,Unit Gallery,Ceramics,陶藝,88,88,《A Heritage into the Future - Hong Kong Ceramics - Wun Yiu》Contemporary Ceramics Exhibition,《承先啓後—香港陶瓷—碗窰》當代陶藝展覽,n.a,n.a,n.a,18/04/2014,27/04/2014,2014,4,0,Unit Gallery,Unit Gallery,.,.,.,.,.,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150051,.,0,Local ,本地,.,.,"L5-23,JCCAC","L5-23, 賽馬會創意藝術中心",,,JCCAC,Unit Gallery,Photography,攝影,88,88,《A Translucent Private Space》 Art Exhibition by Sin Ho Yeung,《半透明的私密空間》冼澔楊創作展,n.a,n.a,n.a,31/01/2015,15/02/2015,2015,1,0,Unit Gallery,.,.,.,.,.,Sin Ho Yeung,冼澔楊,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150052,.,0,Local,本地,.,.,"Room B1, 10/F, Hoi Bun Industrial Building, 6 Wing Yip Street, Kwun Tong, Kowloon",九龍觀塘榮業街6號海濱工業大廈10字樓B1室BLINK Gallery,,,GAL,BLINK Gallery@KwunTong,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,《LISTEN》— Simon Yung's Selection,.,n.a,n.a,n.a,06/11/2014,15/11/2014,2014,11,0,BLINK Gallery,(請參閱英文版本),.,.,.,.,Simon Yung,.,.,.,1,1,6,4,#REF!,,0,1,1,1,1,1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150053,.,0,Local,本地,.,.,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Area,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,《丹青聚》朗天書畫會成立十五週年中國書畫展,n.a,n.a,n.a,20/07/2014,22/07/2014,2014,7,0,Sunny Art Group,朗天書畫會,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150054,.,0,Local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,《同硯書社師生書法展》創會十周年紀念,n.a,n.a,n.a,27/09/2014,29/09/2014,2014,9,0,Student Society of Chinese Calligraphy,同硯書社,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150055,.,0,Local,本地,.,.,"3/F, New Lee Wah Centre, 88 To Kwa Wan Road, Kowloon",香港九龍土瓜灣道88號新利華中心3樓全層香港雲峰畫苑,,,GAL,Wan Fung Art Gallery@ToKwaWan,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,《夏日‧荷》 繪畫作品展,n.a,n.a,n.a,14/08/2014,27/08/2014,2014,8,0,Wan Fung Art Gallery,雲峰畫苑,.,.,.,.,.,鄒傳安、周中耀、林湖奎、胡宇基、董仙舟、吳齊鳴,.,.,1,1,6,4,#REF!,,0,1,1,1,1,1,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150056,.,0,Local,本地,.,.,"Central Courtyard, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",香港九龍石硤尾白田街30號 賽馬會創意藝術中心中央庭園,,,JCCAC,public,Painting,繪畫,88,88,.,《嶺南藝廊2013-2014》,n.a,n.a,n.a,01/07/2014,06/07/2014,2014,7,0,MIO Studio,(請參閱英文版本),.,.,.,.,.,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150057,.,0,Local ,本地,.,.,"L5-22, JCCAC","L5-22, 賽馬會創意藝術中心",,,JCCAC,Gallery Z,Mixed Art-Forms,綜合展,88,88,.,《旮旯》聯展,n.a,n.a,n.a,10/01/2015,14/02/2015,2015,1,0,.,文藝復興基金會,.,.,.,.,.,"《旮旯》聯展是文藝復興基金會跟本地插畫師Leumas To 首度的展覽合作計劃，展覽的動機及內容跟文藝復興基金會強調的獨立精神、自由思想的文藝創作互相呼應。
 
四位參展人均是策展人一直很欣賞的獨立創作人，他們各自在個別創作範疇都有着重要的影響力。在今次的聯展，他們會透過攝影、繪畫、詩歌和錄像等跨界媒體呈現不同的旮旯風景。
 
另外，為了配合對「獨立精神」的探索及思考，Leumas To邀請了四位參展人，以及八位舉足輕重的獨立創作人 / 文化人，包括作家鄧小樺、設計師毛灼然、漫畫家黎達達榮、獨立文化人馮美華等進行創作訪談，並輯錄成《旮旯訪談》書冊，於展覽現場限量發售。",.,.,1,1,4,6,#REF!,,1,1,1,1,1,1,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150058,.,0,Local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,Painting,繪畫,88,88,.,《水野》水彩藝術展,n.a,n.a,n.a,30/09/2014,02/10/2014,2014,9,0,International Fine Art Artists Society,國際當代畫家協會,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150059,.,0,Local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,Painting,繪畫,88,88,.,《童畫成珍》作品展,n.a,n.a,n.a,20/06/2014,22/06/2014,2014,6,0,Creative Art Education,創藝教育,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150060,.,0,Local,本地,.,.,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Area,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,《關愛同行創明天》全港原子筆中文書法比賽,n.a,n.a,n.a,10/05/2014,11/05/2014,2014,5,0,Aberdeen Kai-fong Welfare Association Social Service,香港仔街坊會社會服務,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150061,.,0,Local,本地,.,.,"Room 2102-05, Mega Trade Centre, 1 Mei Wan Street, Tsuen Wan, Hong Kong",香港荃灣時貿中心2102-05號 ,,,GAL,Art of Nature Comtemporary Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,「墨趣天然」劉國松當代水墨師生展,n.a,n.a,n.a,28/03/2014,10/05/2014,2014,3,0,Art of Nature Contemporary Gallery,香港天趣當代藝術館,.,.,.,.,.,劉國松、陳成球、梁棟材、郭漢深、陳君立、楊國芬,.,.,1,4,6,5,#REF!,,0,1,1,1,1,1,44,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150062,.,0,Local ,本地,.,.,"L6-02, JCCAC","L6-02, 賽馬會創意藝術中心",,,JCCAC,Hong Kong Modern Ink Painting Society,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,「揮毫依舊笑春風」魚王陳法興 展覽,n.a,n.a,n.a,24/01/2015,08/02/2015,2015,1,0,BYY.B. Expostore,.,.,.,.,.,.,陳法興,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150063,.,0,Local,本地,.,.,"Central Courtyard, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",香港九龍石硤尾白田街30號賽馬會創意藝術中心中央庭園,,,JCCAC,public,Others,其他,88,88,.,「生命之樹 我的故事」長者人生故事書作品展,n.a,n.a,n.a,22/11/2014,25/11/2014,2014,11,0,(Please refer to the Chinese Version),香港路德會社會服務處　長者中心組,.,.,.,.,.,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150064,.,0,Local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,「相約香江─姜在忠、王秋童、王居明、來永生書畫作品展」,n.a,n.a,n.a,03/05/2014,07/05/2014,2014,5,0,Hong Kong Cultural and Art Exchange Association,香港文化藝術交流協會,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150065,.,0,Local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,「第七屆中國水墨畫高等文憑課程畢業展」,n.a,n.a,n.a,30/05/2014,02/06/2014,2014,5,0,"School of Continuing and Professional Studies, the Chinese University of Hong Kong",香港中文大學專業進修學院,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150066,.,0,Local ,本地,.,.,"Hong Kong City Hall Exhibition Gallery,Low Block, Edinburgh Place, Central, Hong Kong",香港中環愛丁堡廣場大會堂低座香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,.,「第二十屆中國水墨畫報花鳥畫組文憑課程畢業作品展,n.a,n.a,n.a,13/02/2015,15/02/2015,2015,2,0,"School of Continuing and Professional Studies, CUHK",香港中文大學專業進修學院,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150067,.,0,Local ,本地,.,.,"MC3 Room 702 Creative Space, the Jockey Club Tower, Centennial Campus, HKU",香港薄扶林香港大學百周年校園賽馬會教學樓MC3 702室創意空間,,,SCH,HKU-campus,Mixed Art-Forms,綜合展,88,88,.,「藝術。治療。生命」,n.a,n.a,n.a,02/03/2015,27/03/2015,2015,3,0,Centre for Community Cultural Development,社區文化發展中心,.,.,.,.,Maria S.C.Pang,彭秀芝,.,.,1,1,2,88,#REF!,,1,1,1,1,1,1,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150068,.,0,Local,本地,.,.,"Room 2102-05, Mega Trade Centre, 1 Mei Wan Street, Tsuen Wan, Hong Kong",香港荃灣時貿中心2102-05號 ,,,GAL,Art of Nature Comtemporary Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,Sculpture,雕塑,.,「跡」張方白、何華藝術展,n.a,n.a,n.a,16/05/2014,14/06/2014,2014,5,0,Art of Nature Contemporary Gallery,香港天趣當代藝術館,.,.,.,.,.,張方白、何華,.,.,1,4,6,5,#REF!,#REF!,0,1,1,1,1,1,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150069,.,0,Local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,Painting,繪畫,88,88,.,「遠遠的故鄉─胡漢釗美術作品展」,n.a,n.a,n.a,12/05/2014,14/05/2014,2014,5,0,Daily International Culture and Arts,日利國際文化藝術,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150070,.,0,Local,本地,.,.,"Central Courtyard, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",香港九龍石硤尾白田街30號 賽馬會創意藝術中心中央庭園,,,JCCAC,public,Painting,繪畫,88,88,.,『愛與祝願．珍惜所有』生命有價漫畫藝術作品展,n.a,n.a,n.a,09/07/2014,14/07/2014,2014,7,0,(Please refer to the Chinese Version),保良局兒童及青少年發展中心,.,.,.,.,.,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150071,.,0,Local,本地,.,.,"L5, Exhibition Hall, vA!",香港視覺藝術中心五樓展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Mixed Art-Forms,綜合展,88,88,.,【主觀 | 影像】,n.a,n.a,n.a,25/07/2014,28/07/2014,2014,7,0,YMCA College of Careers,青年會專業書院,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150072,.,0,Local,本地,.,.,"L5, Exhibition Hall, vA!",香港視覺藝術中心五樓展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Prints,版畫,88,88,＜Direction : Print•Hybrid ＞,＜方向 — 版畫•綜合 ＞ ,n.a,n.a,n.a,14/11/2014,24/11/2014,2014,11,0, Art Horizon Printmaking Workshop,弘藝版畫工作室,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150073,.,0,Local,本地,.,.,"Hui Gallery, New Asia College, The Chinese University of Hong Kong",香港中文大學新亞書院許氏文化館,,,SCH,CUHK-Hui Gallery,Mixed Media and Installation,混合媒介及裝置,88,88,… … .,… … .,n.a,n.a,n.a,16/04/2014,02/05/2014,2014,4,0,.,.,.,.,.,.,"Ami Tsang, Dorothy Wong, Mok Ting Yan, Winky Ng",.,.,.,1,1,2,88,#REF!,,1,1,1,1,1,1,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150074,.,0,Local,本地,.,.,"L5 Common Space, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",香港九龍石硤尾白田街30號賽馬會創意藝術中心L5公共空間,,,JCCAC,public,Others,其他,88,88,0-1 An experiment - Be yourself,由零到一：自我實驗,n.a,n.a,n.a,28/11/2014,31/12/2014,2014,11,0,Design Port,(請參閱英文版本),.,.,.,.,.,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150076,.,0,Local,本地,.,.,"S201, Staunton, PMQ, 35 Aberdeen Street, Central",中環鴨巴甸街35號元創方 Staunton S201,,,PMQ,The Black Store,Mixed Media and Installation,混合媒介及裝置,88,88,10 Cents Store: Kickstart Exhibition,一毫店Kickstart展覽,n.a,n.a,n.a,10/05/2014,09/06/2014,2014,5,0,The Black Store,(請參閱英文版本),.,.,The Black Store,.,.,.,.,.,1,1,4,6,#REF!,,1,1,1,1,1,1,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
